,Title,Author,Call_Number,Year,Type,Subject
0," Tratados relativos a la caza, agricultura, geografía y religión [Manuscrito]","Sáez, Santiago fl. 1786",MSS.MICRO/4434,1785,Manuscripts and Personal Archives,Horticultura
2," Manual completo, teórico y práctico del jardinero [Texto impreso] : ó Arte de hacer y cultivar toda clase de jardines","Bailly de Merlieux, Charles-François 1800-1862",1/39766,1830,Monographs,Horticultura
3," Manual del jardinero y arbolista : o sea arte de componer, dirigir y adornar toda clase de jardines, de cultivar y de propagar las flores, las hortalizas, las frutas de podar y de injertar árboles frutales, formar espalderas","Rossignon, Jules",2/83605,1859,Monographs,Horticultura
4," Guía del horticultor [Texto impreso] : para el cultivo en diferentes climas de las hortalizas y legumbres, cereales, plantas forrageras, oleaginosas","Nonell, Juan",4/120796(1),1869,Monographs,Horticultura
5, Unión auxiliadora de la Industria y de la Horticultura [Texto impreso],"Lapuyade, Pedro Mamerto",VC/2478/38,1869,Monographs,Horticultura
6, Tratado completo del cultivo de la huerta [Texto impreso] : obra escrita expresamente para todas las provincias y posesiones españolas,"Aragó, Buenaventura m. 1898",1/46690,1873,Monographs,Horticultura
7, El Campo [Texto impreso],El Campo (Madrid. 1876),REVMICRO/1106&lt;1&gt;-REVMICRO/1106&lt;5&gt;,1876,Newspapers/Magazines,Horticultura
8," Programa de las exposiciones de plantas, flores, hortalizas, legumbres y frutas en el Jardín del Buen Retiro, en las primaveras y otoños [Texto impreso]",Sociedad Central de Horticultura,VC/2007/48,1881,Monographs,Horticultura
9, Instrucción que ha de observarse para llevar a cabo las exposiciones que celebra la Sociedad Central de Horticultura de España,Sociedad Central de Horticultura,VC/2831/81,1881,Monographs,Horticultura
10," Novísima guía del hortelano, jardinero y arbolista [Texto impreso] : compuesta segun las doctrinas y prácticas de los agrónomos más entendidos españoles y extranjeros : obra ilustrada con 555 grabados intercalados en el texto","Cortés y Morales, Balbino 1807-1889",1/45841,1885,Monographs,Horticultura
11, Exposición de plantas y flores celebrada en Barcelona a Junio 1891 [Material gráfico] : Colección de 34 vistas,"Font, Conrado",17-LF/132,1891,Monographs,Horticultura
12," Manual del hortelano [Texto impreso] : las legumbres : caracteres, variedades, cultivo práctico, enemigos y enfermedades, usos y propiedades","Faveri, Er",1/78824,1900,Monographs,Horticultura
13, Guía del horticultor o Nociones para el cultivo de hortalizas y forrajes [Texto impreso],Guía del horticultor,1/244178,1900,Monographs,Horticultura
14, El hortelano moderno [Texto impreso],"Fernández, Antonio",VC/1574/49,1900,Monographs,Horticultura
15," Lista de los establecimientos de horticultura, jardinería y arboricultura sometidos a visitas periódicas de inspección y que reunen las condiciones acordadas por la Convención filoxérica de Berna [Texto impreso]","España Dirección General de Agricultura, Industria y Comercio",VC/13249/4,1902,Monographs,Horticultura
16," Población, tierras y producción [Texto impreso]","Alsina, Juan A.",HA/6317,1903,Monographs,Horticultura
17, Tratado completo del cultivo de la huerta [Texto impreso],"Aragó, Buenaventura m. 1898",1/28913,1908,Monographs,Horticultura
18, Cultivo de huertas [Texto impreso],"Aragón Montejo, José",9/203415,1915,Monographs,Horticultura
19, Cultivo hortícola [Texto impreso],"Bussard, Léon n. 1865",FI/550&lt;37&gt;,1924,Monographs,Horticultura
0, Guía del horticultor para la siembra y aclimatación de las hortalizas [Texto impreso],"Nonell, Juan",VC/857/4,1858,Monographs,hortalizas
1, Cien maneras de preparar las legumbres [Texto impreso] : fórmulas escogidas,"Rose, Mademoiselle",6/8588&lt;9&gt;,1876,Monographs,hortalizas
2, [Etiquetas de alimentos Frutas y hortalizas] [Material gráfico],Carot,EPH/109/1-EPH/109/45,1930,"Drawings, Posters, Photos",hortalizas
0, Tratado de las flores [Texto impreso] : en que se explica el método de cultivar las que sirven para adorno de los jardines,"Boutelou, Claudio 1774-1842",1/42769,1804,Monographs,Floricultura
1, Tratado de las flores [Texto impreso]  : en que se explica el método de cultivar las plantas que sirven para adorno de los jardines,"Boutelou, Claudio 1774-1842",1/43662,1827,Monographs,Floricultura
2, Tratado de jardinería y floricultura [Texto impreso],"Aragó, Buenaventura m. 1898",Jan-96,1877,Monographs,Floricultura
3," El agricultor, horticultor, jardinero e higienista agrícola cubano . jardinería [Texto impreso] : contiene el cultivo práctico y cieníifico de la caña, tabaco, café, algodón, cacao, granos, viandas, etc., etc","Nobiatur, J. F.",HA/12776(3),1879,Monographs,Floricultura
4," El jardinero valenciano [Texto impreso] : manual práctico del cultivo de las flores que sirven para adorno de los jardines, galería","Peris y Pérez, Pascual",4/189992,1883,Monographs,Floricultura
5," Tratado de jardinería y floricultura [Texto impreso] : historia de la jardinería : creaciones antiguas y modernas de la arquitectura de jardines, trazado, ornamentación","Muñoz y Rubio, Pedro Julián",1/44295,1887,Monographs,Floricultura
7," Manual del jardinero [Texto impreso] : las flores : caracteres, variedades, cultivo práctico, enemigos y enfermedades, usos y propietarios","Faveri, Er",1/78825,1900,Monographs,Floricultura
8, Manual práctico de jardinería y floricultura [Texto impreso],"Sánchez Gavarret, Julián",4/205559,1917,Monographs,Floricultura
9, Reglamento y programa de la Exposición Nacional de Plantas y Flores que se celebrará en Madrid los días 5 al 13 de noviembre de 1924,Sociedad Nacional de Arboricultura y Floricultura de España,VC/1649/2,1924,Monographs,Floricultura
10," Tratado de jardinería y floricultura [Texto impreso] : historia de la jardinería : creaciones antiguas y modernas de la arquitectura de jardines, trazado, ornamentación y decoración de los parques y jardines, descripción y cultivo de toda suerte de flores, arbustos y plantas ornamentales","Muñoz y Rubio, Pedro Julián",12/263624,1928,Monographs,Floricultura
0," Agricultura de iardines, que trata de la manera que se ha[n] de criar, gouernar, y conseruar las plantas","Ríos, Gregorio de los",R.MICRO/6802,1592,Monographs,Jardinería
3, INSTRUMENTOS DE JARDINERIA Y DE AGRICULTURA [Material gráfico],"Gómez de Navia, José 1757-ca. 1815",1/38615,1801,"Drawings, Posters, Photos",Jardinería
7," Metodo raciocinado de podar los árboles frutales, y de otras operaciones, relativas á su cultivo, demonstradas por razones físicas sacadas de su diferente naturaleza, y de su modo de vegetar y fructificar : primero y unico libro clásico de Agricultura, que se considera como estereotypo, supuesto que desde el año nueve, no se han desecho las caxas de su impresion","Butrét, C. de",VE/738/35,1811,Monographs,Jardinería
8, Del cultivo de las flores que provienen de cebolla,"Kampen, Nicolaas van m. 1786",1/39481,1822,Monographs,Jardinería
9, Del cultivo de las flores que provienen de cebolla,"Kampen, Nicolaas van m. 1786",1/38920,1825,Monographs,Jardinería
11," Manual del jardinero, florista, o el jardinero de ventanas, balcones y aposentos, para diversión de las señoras : contiene una descripción clara y sencilla para criar y conservar toda clase de flores y de arbustos en tiestos, con su fragancia y hermosura",NA,1/69472,1847,Monographs,Jardinería
12," Jardinería teórica y práctica [Texto impreso] : arte de cultivar toda clase de flores, de preparar y distribuir los jardines",NA,1/39431,1848,Monographs,Jardinería
13," Manual recreativo de secretos fáciles, curiosos, útiles y necesarios para la economía doméstica ó sea el sabelo todo de las madres de familias cubanas a quienes dedica esta obra [Texto impreso]","Coloma y Garcés, Eugenio de",9/237259,1857,Monographs,Jardinería
15," Manual completo de jardinería [Texto impreso] : arreglado conforme a las más modernas publicaciones, y dispuesto para el uso de los españoles, tanto peninsulares como americanos","Colmeiro, Miguel 1816-1901",1/17292,1859,Monographs,Jardinería
16, Guía del jardinero y tratado de arboricultura[Texto impreso],"Nonell, Juan",4/120796(2),1869,Monographs,Jardinería
17," El jardinero de estancias, ventanas, balcones y patios [Texto impreso] : manual práctico para el cultivo de toda clase de flores y plantas de adorno y de utilidad",NA,1/244237,1876,Monographs,Jardinería
20," El cocinero práctico [Texto impreso] : nuevo tratado de cocina, repostería y pastelería, con interesantes artículos de economía doméstica y horticultura",El cocinero práctico,7/1191,1899,Monographs,Jardinería
21," El jardinero moderno : guía practica y completa para criar toda clase de plantas arbustos y flores en habitaciones, patios, azoteas, balcones y jardines e instalación y cuidado de estos",Un antiguo jardinero,3/174633,1900,Monographs,Jardinería
22, El jardín y los tiestos [Texto impreso],"Vera y Monferrer, Jose María",9/203421,1915,Monographs,Jardinería
0," En el pleito que V. m. tiene visto entre la villa, y vezinos de Zaraicejo con Diego de Taborga recaudador mayor del seruicio, y montazgo sobre la esencion, que la dicha villa y vezinos pretenden tener para no pagar seruicio, y montazgo. Por parte del dicho recaudador pretendemos que se debe confirmar la sentẽcia de el licenciado Ossorio de Camargo juez en las causas de la dicha rẽta, en que condeno a los dichos vezinos a que pagassen el dicho seruicio de sus ganados, que sacaron fuera del termino de la dicha villa","Taborga, Diego de demandado",PORCONES/431(26),1551,Monographs,Ganadería
1," Copia autorizada de las ordenanzas de la Mesta y requerimiento de Francisco de Quesada, alcalde de la Mesta de la ciudad de Jaén a Francisco de Mendoza, corregidor y justicia mayor de la ciudad, para que las acatase y cumpliese de orden de Su Magestad","Mendoza, Francisco de",MSS/18540/17,1559,Manuscripts and Personal Archives,Ganadería
2," Para Claridad de la justicia de don Iuã Pacheco Cõde de Montaluã, y que no se le ayã de vender por Realengas, y baldias, las tierras labradas de su Estado y Mayorazgo, como no cõprehẽdidas en la comission de Miguel Geronymo de Paz: Por parte del dicho Conde se suplica à V.m. ... que por el señorio, y Condado de Montaluã passa el rio Tajo, y desta parte de Tajo es poco el termino, y en el esta situada la Puebla de Montaluan, y las aldeas del Carpio, Mesegar, y san Pedro : y en quanto al termino que esta desta parte, no ay litigio, ni differencia alguna","Puebla de Montalbán, Juan Pacheco y Cárdenas, Conde de la",PORCONES/289(22),1587,Monographs,Ganadería
3," Libro de las leyes, priuilegios, y prouisiones reales del Honrado Conceio general de las Mesta, y cabaña Real destos Reynos : confirmados, y mandados guardar por su Magestad",Concejo de la Mesta,R/23200,1590,Monographs,Ganadería
4," Por el Concejo de la Mesta, contra el estado de los caualleros de Cuenca : se pretende, q. se ha de confirmar la sentẽcia de vista, para q. no se pague de los ganados q. passan a los estremos por el suelo de Cuẽca, mas del mõtazgo q. pagan a su Magestad en el puerto",Concejo de la Mesta demandante,PORCONES/554(16),1591,Monographs,Ganadería
5," El Concejo de Matança contra la villa de Mayorga. Presuponese en el caso que en diez y nueue de Março de 1526 el Concesjo de Mayorga ... puso demanda al Concejo de Matanza, diziendo, que estando en possession de tiempo immemorial, de tener apartado y amojonado su termino y pasto",Mayorga (Valladolid),PORCONES/72/23,1601,Monographs,Ganadería
6," De la villa de Mayorga con el lugar de Matança jurisdicion de la dicha villa. Este pleyto se començo por el año passado de mil y quiniento sy veynte y seys por demanda que puso la villa de Mayorga al lugar de Matança, diziendo que teniendo ella sus terminos distinctos y apartados del dicho lugar y derecho de prohibir que sus ganados del dicho lugar y derecho de prohibir que sus ganados no entrassen a pastar en ellos",Mayorga (Valladolid),PORCONES/72/21,1601,Monographs,Ganadería
7," Señor, El Licenciado Miguel Caxa Alcalde mayor entregador que fue de Mestas y Cañadas. Dize, que estando Alonso de Oquendo Procurador de Cortes, y Comissario del Reyno, en el vltimo Concejo de la Mesta que se hizo en Pinto, presidiendo ... Iua[n] de Frias del Consejo de V.M ... confirio con el dicho Alcalde mayor cerca de las causas de donde procede la falta de ganados, y carestia de carnes, lanas, y corambres que ay en estos Reynos, y del remedio que podria auer para restaurar en ellos esta grangeria","Caja de Leruela, Miguel 1562?-1631",R.MICRO/30843,1602,Monographs,Ganadería
8," Por el honrado Concejo de la Mesta. Con el Concejo del lugar de Canicosa. La jurisdicion dada a los Alcaldes entregadores, es cosa constante ... que todas las dehessas, y pastos de derecho està prohibido romperse ... De manera, que la jurisdicion de los Alcaldes entregadores, en quanto a rompimientos, por esta ley queda fundada, no solo en beneficio de los ganados de la Mesta, sino tambien de otros qualesquier",Concejo de la Mesta,PORCONES/251(60),1603,Monographs,Ganadería
9," Por las Villas de Yznajar, y Archidona. Con El señor Pedro de Tapia, y su villa de Tapia. Sobre Querer pastar con sus ganados, y los de sus vezinos, el dicho señor Pedro de Tapia, en todos los terminos de las dichas villas de Yznajar, y Archidona",Iznájar,PORCONES/431(21),1609,Monographs,Ganadería
10," Prematica en que se declara los que han de ser hermanos de la Mesta y en la forma que pueden traspassar, y vender las dehessas en que tienen possession y otras cosas tocantes al Concejo de la Mesta y lo que han de guardar los Alcaldes Entregadores en el uso de sus oficios",España,VE/42/42,1609,Monographs,Ganadería
11," Por el honrado Concejo de la Mesta, y hermanos del, con Francisco Ortega. Dos executorias y contrarias sobre si el termino que llaman de Castrillo, ha de ser labrantio. La primera carta executoria se librò en fauor d la Mesta el año de 1592. para q[ue] el dicho termino no se labrasse, antes estuuiesse siempre expuesto para el pasto de los ganados",Concejo de la Mesta,PORCONES/284(3),1612,Monographs,Ganadería
