,Title,Author,Call_Number,Year,Type,Subject
352," Escuela General de Agricultura [Texto impreso] : Real decreto de 21 de enero de 1878, reorganizando los estudios de la misma y programas detallados de las materias de exámen para el ingreso en las secciones de ingenieros agrónomos, peritos y capataces agrícolas",España Ministerio de Fomento,VC/2874/30,1878,Monographs,Agricultura
353, Nociones de botánica y agricultura [Texto impreso] : expuestas en cuadros sinópticos para los alumnos de segunda enseñanza,"Pombo y Martínez de Gamarra, Antonio 1831-1894",1/44641,1879,Monographs,Agricultura
354, Revista de agricultura del Circulo de Hacendados de la Isla de Cuba ... [Texto impreso],NA,D/14681,1879,Newspapers/Magazines,Agricultura
355, Nociones elementales de agricultura [Texto impreso] : para uso de las escuelas de primera enseñanza,"Sánchez-Morate y Martínez, Juan Francisco",1/5655,1879,Monographs,Agricultura
356, Cartilla de Agricultura [Texto impreso],"Prieto Ramos, Marcial",1/2591,1879,Monographs,Agricultura
357, Lecciones elementales de agricultura [Texto impreso],"Martín Quintana, Antonio",1/42522,1879,Monographs,Agricultura
358," La agricultura, la industria y las bellas artes en el Japón [Texto impreso] : noticias recogidas con motivo de las Exposiciones internacionales de Filadelfia (1876) y de París (1878)","Jordana y Morera, José 1836-1906",3/2728,1879,Monographs,Agricultura
359, Principales causas provenientes del clima y suelo que se oponen al dessarrollo de la agricultura española [Texto impreso] : conferencia agrícola pronunciada el domingo 24 de noviembre de 1878,"Espejo, Zoilo 1838-1904",VC/802/42,1879,Monographs,Agricultura
360, Los doce libros de agricultura [Texto impreso],"Columela, Lucio Junio Moderato",1/30323,1879,Monographs,Agricultura
361, Lecciones elementales de agricultura,"Antón Ramírez, Braulio 1823-1892 autor",DL/2585479,1880,Monographs,Agricultura
362, Memoria descriptiva de la provincia de Manila [Texto impreso],"Ugaldezubiaur, Santiago",1/22084,1880,Monographs,Agricultura
363, Manual de cultivos agrícolas [Texto impreso],"Plá y Rave, Eugenio",4/111059,1880,Monographs,Agricultura
364, Compendio de agricultura [Texto impreso] : para el uso de las escuelas elementales,"Museros y Rovira, Tomás",1/3243,1880,Monographs,Agricultura
365, La agricultura y los montes de los Estados Unidos [Texto impreso],"Jordana y Morera, José 1836-1906",1/12047,1880,Monographs,Agricultura
366," Proyecto de inmigración González Peñas, propuesto a los Sres. Estéfani y Crespo, de Matanzas, para la población y explotación de los terrenos que poseen en la gran bahía de Nipe, parte oriental de la isla de Cuba [Texto impreso] : desarrollado en la teoría, fundada en el trabajo libre, y como consecuencia, plan de ingenios centrales","González Peñas, Germán",HA/25560,1880,Monographs,Agricultura
367, Lecciones de agricultura [Texto impreso] : acomodadas a la capacidad de los niños,"Domingo y Ginés, Cándido",1/1301,1880,Monographs,Agricultura
368," Nociones de agricultura, industria y comercio","Díaz, J. Liborio",VC/2623/19,1880,Monographs,Agricultura
369," Estadística de la provincia de Burgos 1881[Manuscrito] : contestación sobre el cultivo de cereales, olivo, vid y agrios e industrias derivadas","Prieto Ramos, Marcial",MSS.MICRO/18351,1881,Manuscripts and Personal Archives,Agricultura
370," Porvenir de la agricultura española [Texto impreso] : conferencia agrícola pronunciada el día 27 de marzo de 1881 en el Conservatorio de Artes y Oficios, con la asistencia de S.M. el rey Don Alfonso XII","Torres Muñoz de Luna, Ramón 1822-1890",VC/757/37,1881,Monographs,Agricultura
371," El Boletín agrícola : revista popular de agricultura, industria y comercio",El Boletín agrícola (Madrid),Z/3652,1881,Newspapers/Magazines,Agricultura
372," Breves nociones de Agricultura, industria y Comercio [Texto impreso]","Biosca y Comellas, Luis",VC/2898/44,1881,Monographs,Agricultura
373," Breves consideraciones sobre la importancia industrial, minera, agrícola y forestal de la alta cuenca del Llobregat [Texto impreso] : memoria leída en el acto de su recepción ante la Academia de Ciencias Naturales y Artes de Barcelona","Puig y Valls, Rafael 1845-1920",1/21715,1881,Monographs,Agricultura
374," Contestación al interrogatorio sobre cultivo de cereales, olivo, vid y ágrios e industrias derivadas [Texto impreso]","Ortiz Cañavate, Fernando 1848-1905",1/67199,1881,Monographs,Agricultura
375, Nociones de agricultura [Texto impreso],"Fernández Viñes, Felipe",1/12734,1881,Monographs,Agricultura
376," Escuela General de Agricultura [Texto impreso] : Real Decreto de 21 de enero de 1878 reorganizando los estudios de la misma.  Programas detallados de las materias de examen para el ingreso en las secciones de Ingenieros Agrónomos, Peritos y Capataces agrícolas",España Ministerio de Fomento,VC/2618/101,1881,Monographs,Agricultura
377, La Reforma agrícola : eco esencialmente práctico de la agricultura nacional,La Reforma agrícola (Internet),ACCESO REMOTO,1882,Newspapers/Magazines,Agricultura
378, Ley agraria [Texto impreso],Real Sociedad Económica Matritense de Amigos del País,2/54270(1),1882,Monographs,Agricultura
379, La Reforma agrícola [Texto impreso] : eco esencialmente práctico de la agricultura nacional,NA,ZR/1395,1882,Newspapers/Magazines,Agricultura
380, Catecismo de agricultura química y geológica [Texto impreso],"Johnston, James Finlay Weir",HA/9064,1882,Monographs,Agricultura
381, Elementos de agricultura en preguntas y respuestas para los niños de instrucción primaria [Texto impreso],"Sáez, Tomás s. XIX",1/24387,1882,Monographs,Agricultura
382," Viajes y estudios de la Comision Argentina sobre la Agricultura, Ganaderia, Organizacion y Economia Rural en Inglaterra, Estados-Unidos y Australia [Texto impreso]","Newton, Ricardo",HA/2194,1882,Monographs,Agricultura
383, Cartilla de agricultura [Texto impreso],"Plans y Pujol, Fructuoso",1/1530,1882,Monographs,Agricultura
384, Manual de agricultura práctica [Texto impreso] : nociones generales de la enseñanza agraria,"Moreno, Enrique G.",1/83311,1882,Monographs,Agricultura
385," Programa de un curso de agricultura elemental, seguido de una nota de bibliografía agronómica [Texto impreso]","Martín Ayuso, Dionisio",VC/2545/34,1882,Monographs,Agricultura
386, La producción agrícola y forestal de la Argelia en el concurso de Argel de 1881 [Texto impreso],"Jordana y Morera, José 1836-1906",AFRGF/7012(8),1882,Monographs,Agricultura
387," Auxilios del Estado a las empresas de riegos, saneamientos y mejoramientos agrícolas [Texto impreso]","Llauradó, Andrés 1840-1899",VC/2622/22,1882,Monographs,Agricultura
388," La agricultura y la administración municipal [Texto impreso] : estudios políticos, administrativos y agronómicos de carácter experimental publicados en la %5C%5C""Revista de España%5C%5C""","González de Linares, Gervasio 1834-1893",1/76073,1882,Monographs,Agricultura
389," Estudio sobre el estado de la agricultura de la provincia de Cádiz, y mejoras de fácil realización que pueden plantearse para su fomento [Texto impreso] : memoria presentada al concurso promovido por el Boletín gaditano",NA,2/3336,1882,Monographs,Agricultura
390, Memoria de la Comisión de Inmigración y Agricultura correspondiente al año 1882 [Texto impreso],"Vidal, Blas",HA/1497/14,1883,Monographs,Agricultura
391, Memoria sobre las condiciones naturales y producción agrícola y forestal de la Península Escandinava [Texto impreso],"Castel y Clemente, Carlos 1845-1903",1/14142,1883,Monographs,Agricultura
392, Novísimo diccionario de agricultura práctica [Texto impreso],NA,9/230033,1883,Monographs,Agricultura
393," Breves nociones de Agricultura, Industria y Comercio [Texto impreso]","Biosca y Comellas, Luis",HA/8339,1883,Monographs,Agricultura
394," Lecciones de agricultura dividida en tres partes. Primera parte, Botánica [Texto impreso]","Ventura, Victorio R.",VC/2589/17,1883,Monographs,Agricultura
395," Álbum de la Exposición regional de Agricultura, Industria y Artes [Material gráfico]","Exposición Regional de Agricultura, Industria y Artes 1883 Valencia",17-LF/103,1884,"Drawings, Posters, Photos",Agricultura
396, Memoria para la fundación de una colonia agrícola y comercial en la Isla de Fernando Póo [Texto impreso],"Arnal y Lapuente, Manuel",VC/2309/16,1884,Monographs,Agricultura
397, Nociones de agricultura [Texto impreso] : dedicadas a los alumnos de las Escuelas Normales,"Santos, José María",1/43750,1884,Monographs,Agricultura
398, Elementos de agricultura [Texto impreso],"Sánchez Bruil, Mariano",1/74771,1884,Monographs,Agricultura
399, Programa de agricultura correspondiente a la primera [-novena] Sección [Texto impreso],"Muñoz y Marqués, Francisco",1/6340,1884,Monographs,Agricultura
400, Manual de agricultura [Texto impreso],"Oliván, Alejandro 1796-1878",1/3311,1884,Monographs,Agricultura
401, Memoria de los trabajos del Congreso Regional de Agricultura [Texto impreso] : celebrado en Valladolid en el mes de setiembre de 1883,Congreso Nacional de Agricultores 1883 Valladolid,1/83535,1884,Monographs,Agricultura
402," Nociones de agricultura, industria y comercio [Texto impreso]","Jiménez, Teófilo",HA/15096,1884,Monographs,Agricultura
403," Instrucción de contabilidad del material de las Direcciones Generales de Instrucción Pública y de Agricultura, Industria y Comercio [Texto impreso]",España Dirección General de Instrucción Pública,2/85724,1884,Monographs,Agricultura
404, Proyecto de reglamento para el régimen del Consejo aprobado por la Comisión Especial nombrada en la sesión de 3 de Diciembre de 1883 en virtud de lo prevenido en Real orden de 30 de noviembre último [Texto impreso],"Consejo Superior de Agricultura, Industria y Comercio",VC/2588/13,1884,Monographs,Agricultura
405, México Agricultura 1885-1900,"Reyes, Sebastián",MR/33-41/6745,1885,Maps,Agricultura
406," Informes y documentos relativos a comercio interior y exterior, agricultura é industrias [de los Estados Unidos Mexicanos] [Texto impreso]",NA,SG.FOLL/5665,1885,Newspapers/Magazines,Agricultura
407, El Chaco agrícola e industrial [Texto impreso] : conferencia dada en el Centro Industrial Argentino en Buenos Aires en la noche del 15 de Octubre de 1885,"Riffard, M. F. Edmond",HA/1025,1885,Monographs,Agricultura
408, Cartilla agraria para la enseñanza de la agricultura en las Escuelas ... de la provincia de León [Texto impreso],"Prado y Rubio, Pedro",1/1244,1885,Monographs,Agricultura
409," Diccionario enciclopédico de agricultura, ganaderia e industrias rurales [Texto impreso]","López Martínez, Miguel 1825-1904",1/39251,1885,Monographs,Agricultura
410," Gaceta de agricultura [Texto impreso] : agricultura, viticultura, horticultura, economía rural, legislación, industria y comercio",NA,D/5871,1886,Newspapers/Magazines,Agricultura
411, Memoria correspondiente al año 1884 presentada al Excmo. señor Ministro de Gobierno por el director del ramo Modesto Cluzeau Mortet [Texto impreso],"Cluzeau-Mortet, Modesto",HA/17282,1886,Monographs,Agricultura
412, Novísimo tratado teórico práctico de Agricultura y Zootecnia [Texto impreso],"Ribera, Joaquín",5/45382,1886,Monographs,Agricultura
413, Ensayo de un curso de agricultura elemental [Texto impreso],"Espona y de Nuix, Joaquín de",1/47879,1886,Monographs,Agricultura
414," Datos relativos a las haciendas agrícolas de Malinta, San Francisco de Malabón, Muntinlupa y Mandaloya de los Padres Agustinos de Manila","Talegón, Melitón",MSS/19558,1887,Manuscripts and Personal Archives,Agricultura
415, Memoria ... [Texto impreso],Instituto Agrícola de Alfonso XII Escuela General de Agricultura,Z/16699,1887,Newspapers/Magazines,Agricultura
416, Informe del Círculo de Hacendados de la isla de Cuba sobre la reformas económico-administrativas que demanda la situación de la agricultura presentado por la comisión ... abril de 1887 [Texto impreso],Círculo de Hacendados de la Isla de Cuba,HA/16609,1887,Monographs,Agricultura
417," Compendio dialogístico ó Lecciones de agricultura,  teórica, práctica y económica [Texto impreso]","Piedra y González, Francisco Juan de la",1/48180,1887,Monographs,Agricultura
418, Un programa de reformas : apuntes sobre la crisis agrícola en España y medios de combatirla,"Pando y Valle, Jesús 1849-1911",1/44969,1887,Monographs,Agricultura
419, Compendio de agricultura [Texto impreso] : para uso de las escuelas de primera enseñanza,"Fitó, Juan Bautista",1/45015,1887,Monographs,Agricultura
420, Diccionario manual de agricultura y ganadería españolas [Texto impreso],"Casas de Mendoza, Nicolás 1801-1872",3/18308,1887,Monographs,Agricultura
421, La crisis agrícola y pecuaria [Texto impreso],NA,1/16769 T. 1:,1887,Monographs,Agricultura
422, La agricultura a fines del siglo XIX [Texto impreso],"Bas y Cortés, Vicente",3/8803,1888,Monographs,Agricultura
423," Discursos pronunciados por Don Jesús Pando y Valle en la información oral sobre la crisis agrícola el 15 de octubre de 1887, y en la asamblea de la Liga Agraria, el 8 de diciembre de 1887","Pando y Valle, Jesús 1849-1911",2/71651,1888,Monographs,Agricultura
424, Curso de agricultura elemental [Texto impreso],"Martín Ayuso, Dionisio",1/46665,1888,Monographs,Agricultura
425, Informe de la Sección de Agricultura [Texto impreso],"Junta de Agricultura, Industria y Comercio (Iloilo)",VC/2657/11,1888,Monographs,Agricultura
426," Compendio agrícola intuitivo escrito para uso de los niños en las escuelas de primera enseñanza [Texto impreso] : texto explicativo de las láminas de agricultura, zootecnia, mecánica e Industrias similares","Celda y López, Gregorio",VC/129/9,1888,Monographs,Agricultura
427, Tratado elemental de agricultura,"Benito y López, Galo de 1848-1902",DL/2157852,1889,Monographs,Agricultura
